zipcode,avg
47234,6025.833333333333
47240,80757.66666666667
47355,9027.0
47401,208005.0
47404,71586.5
47648,18735.0
47804,24923.833333333332
47842,30867.0
47850,8445.166666666666
47862,4902.833333333333
47922,5813.5
47926,3938.3333333333335
47940,5348.166666666667
47943,3507.0
47991,3562.1666666666665
50002,5096.5
50006,7053.5
50071,4102.833333333333
50072,14360.666666666666
50116,987.6666666666666
50122,6577.666666666667
50136,1567.6666666666667
50162,4766.333333333333
50228,11229.0
50316,36702.333333333336
50401,118147.16666666667
50430,2212.5
50453,2108.5
50466,6797.166666666667
50472,11068.333333333334
50480,3988.6666666666665
50483,3904.5
50530,4028.6666666666665
50532,3759.0
50539,1956.8333333333333
50541,3563.8333333333335
50544,2003.8333333333333
50559,1748.3333333333333
50560,2300.0
50588,48834.833333333336
50643,16070.5
50665,14007.5
50667,4261.833333333333
50675,10501.166666666666
50701,147307.83333333334
50857,1269.5
51020,3495.6666666666665
51030,9132.5
51053,5362.833333333333
51101,1636.6666666666667
51201,27356.666666666668
51230,2231.8333333333335
51235,4702.166666666667
51241,8694.5
51243,2827.8333333333335
51401,62612.833333333336
51439,3686.1666666666665
51441,890.5
51443,8077.5
51445,16869.833333333332
51449,8604.166666666666
51501,97141.16666666667
51529,7964.5
51565,2865.3333333333335
51649,1579.8333333333333
52032,5778.5
52040,27819.0
52043,10581.5
52057,34078.166666666664
52146,3677.0
52160,3095.6666666666665
52169,1377.3333333333333
52210,3166.5
52222,2457.1666666666665
52228,18022.833333333332
52240,134632.33333333334
52249,4531.5
52317,99478.83333333333
52320,4062.1666666666665
52322,11688.666666666666
52326,1955.1666666666667
52328,24490.5
52334,1754.0
52359,912.3333333333334
52402,188911.0
52658,5373.833333333333
66008,1129.1666666666667
66013,17622.0
66050,8723.333333333334
66112,37565.5
66224,208617.83333333334
66423,2989.5
66438,1262.0
66441,82909.16666666667
66520,2903.8333333333335
66524,10136.833333333334
66531,5322.166666666667
66537,5139.5
66607,14345.0
66746,729.3333333333334
66748,8793.166666666666
66762,85811.83333333333
66763,11624.5
66858,1481.8333333333333
66872,3147.6666666666665
66941,1199.0
66962,1299.3333333333333
67019,2999.3333333333335
67026,23004.166666666668
67050,9713.333333333334
67067,9256.0
67074,6387.333333333333
67111,1231.8333333333333
67138,1856.6666666666667
67347,1250.8333333333333
67420,21629.166666666668
67430,2253.8333333333335
67483,984.6666666666666
67487,5114.333333333333
67548,5561.5
67561,4854.166666666667
67566,1864.1666666666667
67601,108846.66666666667
67654,15235.5
67671,7925.166666666667
67732,2708.3333333333335
67851,10282.666666666666
67854,5451.166666666667
67861,9176.333333333334
40052,1451.5
40209,1640.0
40313,4785.0
40316,772.3333333333334
40353,69469.5
40445,1462.5
40513,97129.33333333333
40515,201812.66666666666
40769,35330.333333333336
40863,806.3333333333334
40873,3817.5
41018,106176.5
41055,5981.333333333333
41063,11709.333333333334
41086,6123.666666666667
41094,59501.833333333336
41143,39813.166666666664
41166,1501.1666666666667
41180,2057.6666666666665
41348,2591.8333333333335
41819,576.0
41835,1243.8333333333333
42055,8800.833333333334
42214,1609.3333333333333
42261,27211.0
42333,2707.0
42366,26107.666666666668
42411,4652.0
42456,6123.333333333333
42459,13983.5
42503,80271.16666666667
42647,5632.833333333333
70051,6649.0
70076,513.6666666666666
70085,13152.833333333334
70113,15272.333333333334
70127,47460.666666666664
70380,70281.83333333333
70426,10904.666666666666
70433,243045.16666666666
70435,86963.5
70520,85043.5
70555,36633.0
70633,27406.666666666668
70706,85061.5
70755,8902.833333333334
70757,9613.333333333334
70769,249219.33333333334
71055,65467.333333333336
71064,9254.666666666666
71229,4682.666666666667
71373,23418.666666666668
71447,3972.5
71449,34052.333333333336
71456,4452.5
4001,9478.5
4046,42607.333333333336
4069,8165.166666666667
4102,90936.0
4236,17163.666666666668
4237,1008.1666666666666
4355,11782.666666666666
4427,9225.833333333334
4444,52458.166666666664
4472,6602.5
4564,3326.0
4578,17742.0
4614,13950.5
4674,1417.5
4676,3561.1666666666665
4679,9633.0
4739,2738.8333333333335
4772,2701.0
4915,32960.5
4921,4375.0
4928,5943.0
4941,4606.666666666667
4951,2795.3333333333335
4973,4775.5
20646,125124.16666666667
20747,151677.16666666666
20759,66918.66666666667
20779,10601.833333333334
20817,645033.0
20839,2021.5
20868,5028.666666666667
21040,80940.66666666667
21043,345564.0
21111,62223.666666666664
21113,195571.5
21133,127538.66666666667
21136,258009.66666666666
21208,282290.8333333333
21237,127456.66666666667
21531,7300.666666666667
21640,4802.666666666667
21667,1411.1666666666667
21723,7912.833333333333
21754,53967.0
21798,13660.833333333334
21813,15080.333333333334
1012,3660.0
1342,8385.0
1436,10881.333333333334
1450,111238.16666666667
1515,11025.666666666666
1610,40011.833333333336
1721,133804.83333333334
1745,3533.0
1752,217558.5
1756,48979.5
1760,309093.1666666667
1770,125204.16666666667
1776,329734.3333333333
1901,4291.833333333333
1922,27716.166666666668
2021,205568.5
2151,192858.33333333334
2188,79574.0
2302,113372.33333333333
2322,23530.5
2339,117329.16666666667
2465,246602.5
2474,237093.16666666666
2481,537970.1666666666
2542,1641.5
2642,22321.666666666668
2670,8979.0
2745,88978.33333333333
48026,61050.0
48028,7045.833333333333
48042,164964.33333333334
48062,42726.0
48074,32142.333333333332
48096,21071.666666666668
48154,208295.66666666666
48167,226450.16666666666
48185,171229.16666666666
48211,7328.166666666667
48229,15673.0
48302,319408.5
48314,105885.16666666667
48316,169305.16666666666
48334,128247.5
48350,43064.833333333336
48413,28548.833333333332
48421,25751.833333333332
48460,9701.0
48468,4110.5
48473,96220.83333333333
48519,24032.0
48616,26079.0
48617,27079.5
48650,24430.333333333332
48653,33198.166666666664
48701,4747.833333333333
48730,16262.0
48754,3043.8333333333335
48763,16224.0
48813,80706.0
48831,10506.0
48836,53316.666666666664
48854,91480.5
48856,3040.5
48857,9108.333333333334
48877,6721.333333333333
48917,143386.16666666666
49011,7814.666666666667
49087,34338.5
49111,12671.0
49202,46449.666666666664
49229,13772.333333333334
49233,11296.5
49241,8409.666666666666
49249,13615.0
49264,7037.5
49329,25572.833333333332
49337,38003.5
49339,9212.5
49444,64516.666666666664
49464,138202.0
49612,5619.166666666667
49638,2139.3333333333335
49645,4602.5
49654,6902.5
49664,11398.166666666666
49667,1404.0
49670,10622.0
49680,5316.666666666667
49686,136034.16666666666
49690,41075.0
49715,11915.833333333334
49745,2941.0
49746,9435.166666666666
49801,48805.333333333336
49814,5383.0
49834,1075.5
49835,2699.8333333333335
49893,6242.166666666667
49894,2362.1666666666665
49905,6352.166666666667
49912,2311.6666666666665
55046,25851.0
55047,21340.5
55053,5658.666666666667
55088,12632.333333333334
55122,199477.0
55315,33687.5
55319,28468.666666666668
55321,20081.666666666668
55327,26071.666666666668
55336,34841.666666666664
55341,19091.0
55357,27603.833333333332
55367,4604.5
55375,24750.666666666668
55395,13738.833333333334
55397,12838.5
55402,43376.333333333336
55417,151352.33333333334
55418,147617.66666666666
55425,36865.0
55438,150463.0
55613,897.0
55704,4010.5
55712,1581.3333333333333
55804,100627.33333333333
55812,38128.0
55949,7191.666666666667
55974,8016.166666666667
56003,75325.5
56010,5617.0
56014,3116.5
56023,2040.8333333333333
56058,26446.0
56074,9742.666666666666
56139,1574.1666666666667
56151,4142.0
56231,2140.0
56243,6443.166666666667
56253,4736.0
56263,3296.5
56311,2914.6666666666665
56318,4646.166666666667
56349,3755.3333333333335
56367,34356.833333333336
56374,37197.833333333336
56385,4161.333333333333
56461,10901.166666666666
56520,20485.833333333332
56540,8633.0
56571,7883.5
56585,5176.666666666667
56601,118196.5
56673,2472.3333333333335
56737,3162.8333333333335
38606,51092.666666666664
38666,16206.666666666666
38778,2987.5
38829,45636.166666666664
38862,8182.666666666667
38922,7577.5
38954,2541.0
39071,26709.5
39119,14050.166666666666
39307,31110.0
39323,3816.8333333333335
39355,20865.0
39474,14773.833333333334
39556,20902.666666666668
39560,67217.5
39561,5024.833333333333
39567,38826.5
39654,17383.666666666668
39661,7049.0
39744,14234.666666666666
63015,7806.5
63050,63543.833333333336
63071,2312.8333333333335
63074,42598.333333333336
63107,15586.666666666666
63386,2283.1666666666665
63434,1428.1666666666667
63436,4039.3333333333335
63448,4887.5
63472,991.3333333333334
63563,1345.1666666666667
63627,10424.166666666666
63640,87304.66666666667
63653,2111.0
63755,110135.66666666667
63846,3798.1666666666665
63877,10475.833333333334
64015,146865.0
64035,3509.3333333333335
64037,21561.5
64067,17772.666666666668
64097,4914.833333333333
64110,47949.833333333336
64114,129567.16666666667
64120,1059.0
64126,8220.0
64138,81675.83333333333
64139,10220.333333333334
64156,27754.666666666668
64468,44968.0
64479,2672.8333333333335
64632,1650.1666666666667
64637,1643.8333333333333
64640,10203.333333333334
64641,1378.1666666666667
64645,584.0
64689,1437.0
64738,2228.0
64755,8150.166666666667
65001,1117.5
65013,8584.666666666666
65020,47189.5
65050,1186.1666666666667
65051,14900.0
65052,11440.166666666666
65066,19751.5
65109,183630.33333333334
65240,27572.0
65255,16469.5
65260,1902.5
65265,49515.5
65283,1184.6666666666667
65453,25492.833333333332
65456,1162.0
65486,7561.666666666667
65534,2929.0
65550,7064.333333333333
65617,5043.333333333333
65638,745.0
65689,10701.0
65704,8306.333333333334
65739,5056.666666666667
65753,12620.833333333334
65755,959.0
65777,554.1666666666666
65778,1067.8333333333333
65785,13102.5
65789,4357.666666666667
59001,7401.166666666667
59037,9077.333333333334
59223,2505.8333333333335
59241,1269.5
59247,1590.8333333333333
59262,3273.8333333333335
59327,11409.166666666666
59401,40088.0
59404,124362.16666666667
59417,12946.666666666666
59632,6466.333333333333
59634,31041.333333333332
59752,14119.5
59808,90747.0
59912,49653.833333333336
68002,11147.833333333334
68018,2469.6666666666665
68128,89360.5
68157,22452.5
68417,1164.1666666666667
68439,2062.3333333333335
68455,3444.1666666666665
68461,9052.5
68506,142285.0
68665,3216.5
68714,4867.666666666667
68729,6248.5
68780,3550.6666666666665
68824,6623.333333333333
68845,99308.83333333333
68852,2108.6666666666665
68957,2489.1666666666665
68971,1767.3333333333333
69130,19251.833333333332
69348,6546.333333333333
69358,5915.833333333333
89107,129127.83333333333
89135,352225.5
89161,2585.8333333333335
89183,139422.66666666666
89430,2321.3333333333335
89509,213306.33333333334
3032,38076.833333333336
3234,21494.0
3243,4070.5
3266,7835.666666666667
3275,50502.833333333336
3276,31676.166666666668
3457,4829.666666666667
3470,17204.166666666668
3585,9764.5
3586,4944.5
3601,1774.8333333333333
3752,3086.6666666666665
3766,57379.833333333336
3874,44796.0
3887,7929.5
7042,295543.6666666667
7044,133841.83333333334
7052,376067.8333333333
7063,44311.833333333336
7071,110436.16666666667
7076,252015.0
7083,294390.0
7204,66159.66666666667
7311,7750.5
7458,326453.6666666667
7626,120557.83333333333
7727,54926.5
7730,104369.66666666667
7750,43982.666666666664
7825,59251.333333333336
7857,14246.333333333334
7860,147624.16666666666
7927,35546.0
7933,30974.333333333332
7974,147461.16666666666
8005,112847.33333333333
8021,164628.0
8054,324142.6666666667
8087,109335.66666666667
8088,151659.66666666666
8102,10609.0
8104,33048.0
8106,49814.0
8109,96405.0
8215,56348.166666666664
8230,36062.833333333336
8318,61687.666666666664
8322,53287.0
8345,2590.5
8401,84698.5
8505,106100.66666666667
8722,49842.666666666664
8805,53301.0
8904,88324.5
87052,4045.3333333333335
87107,144910.16666666666
87120,257112.83333333334
87122,170269.83333333334
87401,148521.0
87418,4594.166666666667
87540,6538.333333333333
87544,146067.33333333334
87565,1134.8333333333333
87731,1027.6666666666667
87747,3391.5
87901,12764.666666666666
87931,1379.5
88041,1867.1666666666667
88340,6507.666666666667
88435,6740.5
10024,1552966.3333333333
10030,79692.66666666667
10039,78866.5
10457,127443.33333333333
10523,54786.0
10550,108335.66666666667
10553,44584.333333333336
11378,143129.83333333334
11413,156811.16666666666
11510,205371.0
11694,126069.16666666667
11706,279712.0
11713,55561.0
11721,76792.83333333333
11724,81883.0
11729,143337.83333333334
11751,100859.16666666667
11768,246561.16666666666
11795,191149.83333333334
11803,277153.3333333333
11939,8035.166666666667
11942,36060.833333333336
11968,102049.33333333333
11971,46900.166666666664
11980,28129.5
12007,891.6666666666666
12157,16009.0
12190,2917.8333333333335
12193,10326.833333333334
12401,131242.66666666666
12424,995.5
12458,7932.5
12513,9187.666666666666
12517,2055.5
12548,7319.666666666667
12561,83323.5
12720,1877.5
12740,8925.833333333334
12743,1401.0
12775,15455.333333333334
12790,18841.5
12809,13170.666666666666
12814,9119.833333333334
12819,885.3333333333334
12843,2098.5
12845,31300.166666666668
12932,4974.666666666667
12934,2772.0
12946,31416.0
12958,6423.833333333333
12974,4441.0
13076,8683.833333333334
13090,152042.66666666666
13108,35584.666666666664
13120,7970.5
13142,22882.0
13144,3616.5
13152,79182.83333333333
13156,6829.833333333333
13164,12686.333333333334
13205,37733.166666666664
13206,52255.5
13208,46307.0
13224,47131.0
13408,9310.5
13424,9737.0
13440,141307.16666666666
13454,2343.5
13464,2943.1666666666665
13489,2224.6666666666665
13495,7361.5
13621,2052.5
13624,20119.666666666668
13655,7781.833333333333
13656,7806.666666666667
13684,3322.5
13786,1339.6666666666667
13809,4986.333333333333
13813,2855.8333333333335
13841,1565.3333333333333
13846,1102.3333333333333
14001,43280.5
14041,609.1666666666666
14047,29790.666666666668
14060,1212.6666666666667
14063,45712.833333333336
14082,1970.1666666666667
14131,23142.5
14150,167376.66666666666
14445,29069.166666666668
14471,12214.0
14475,2078.1666666666665
14534,386620.5
14560,8559.166666666666
14571,4903.0
14606,79779.5
14615,46813.666666666664
14769,2606.8333333333335
14815,3137.1666666666665
14816,2576.8333333333335
14819,1595.8333333333333
14884,1041.6666666666667
27101,61450.333333333336
27215,173244.0
27231,7455.0
27284,234720.83333333334
27302,112613.66666666667
27406,164737.83333333334
27516,255061.66666666666
27545,98735.16666666667
27559,9897.666666666666
27560,182214.16666666666
27573,29493.0
27608,154468.83333333334
27609,231428.33333333334
27806,6851.833333333333
27818,3335.5
27824,3471.8333333333335
27830,12880.166666666666
27832,6527.666666666667
27862,2269.3333333333335
27891,12998.166666666666
27896,96469.16666666667
27921,20968.166666666668
27942,2123.0
27959,17180.0
28027,284613.1666666667
28056,144138.66666666666
28071,9141.666666666666
28166,39557.333333333336
28211,384573.0
28339,17388.166666666668
28357,7209.333333333333
28423,5596.0
28434,2829.3333333333335
28501,41973.166666666664
28530,19486.0
28562,174570.5
28606,5032.166666666667
28636,13408.5
28638,34494.0
28654,10538.5
28698,5740.166666666667
28702,1262.3333333333333
28786,69147.33333333333
58045,12890.0
58228,4243.0
58240,6006.166666666667
58249,16330.333333333334
58496,1029.1666666666667
58542,773.0
58552,7354.166666666667
58554,139241.33333333334
58568,991.3333333333334
58634,2762.5
58782,2784.0
58788,4953.0
58831,9689.0
58852,25266.333333333332
43060,9019.333333333334
43071,8311.666666666666
43105,38502.0
43135,13740.0
43137,8684.0
43206,104717.66666666667
43207,115973.0
43213,103210.5
43223,49144.5
43343,4352.166666666667
43431,17620.5
43464,4861.333333333333
43533,6317.333333333333
43535,3116.0
43548,3025.0
43571,42620.833333333336
43605,43827.666666666664
43719,13202.666666666666
43758,8432.666666666666
43901,7771.0
43920,69998.66666666667
43971,3598.0
44010,7972.166666666667
44115,20309.0
44137,64411.333333333336
44203,134233.0
44212,208789.33333333334
44231,30767.333333333332
44233,65704.16666666667
44241,80747.66666666667
44254,17359.333333333332
44256,376355.1666666667
44287,24627.333333333332
44312,115244.16666666667
44321,109774.16666666667
44481,40340.833333333336
44483,72783.16666666667
44512,143684.66666666666
44514,134092.5
44663,94567.5
44677,10662.666666666666
44704,6230.833333333333
44707,19068.0
44720,220760.5
44818,9086.0
44836,8866.5
44846,17729.333333333332
44907,47087.833333333336
45013,202168.16666666666
45065,27653.833333333332
45066,177170.5
45249,141033.66666666666
45305,73973.33333333333
45312,6861.0
45359,7549.5
45616,2721.0
45773,2608.0
45775,3464.3333333333335
45846,25732.166666666668
73007,23077.833333333332
73014,9236.333333333334
73029,5221.833333333333
73034,312241.3333333333
73038,5889.666666666667
73052,24552.666666666668
73057,7268.166666666667
73065,41748.833333333336
73067,6633.333333333333
73089,63774.0
73090,3454.1666666666665
73501,42463.666666666664
73548,1394.8333333333333
73673,1298.1666666666667
73842,2310.8333333333335
74006,152210.0
74030,12617.166666666666
74035,10905.166666666666
74042,1539.3333333333333
74061,8958.166666666666
74079,13537.666666666666
74106,27609.5
74346,17663.5
74452,1633.8333333333333
74464,70734.66666666667
74570,3895.1666666666665
74604,66941.5
74653,13439.166666666666
74730,11713.166666666666
74731,2782.0
74869,2210.3333333333335
74884,14728.5
74901,3521.1666666666665
97015,101596.0
97017,11195.333333333334
97018,9937.5
97019,16571.666666666668
97021,4211.333333333333
97023,40617.5
97112,5957.166666666667
97114,17897.833333333332
97116,95477.0
97132,133731.16666666666
97223,253514.66666666666
97326,2926.6666666666665
97362,14345.5
97383,35350.0
97389,6421.333333333333
97396,9092.0
97402,156029.83333333334
97429,2138.1666666666665
97454,5971.0
97461,2452.3333333333335
97470,64627.666666666664
97478,122990.83333333333
97489,7830.333333333333
97541,3869.0
97632,3520.1666666666665
97638,1268.8333333333333
97841,2341.0
97843,4070.6666666666665
97877,768.5
15003,38470.666666666664
15043,9765.0
15049,3926.6666666666665
15066,43174.666666666664
15122,77978.33333333333
15205,109225.0
15214,47507.333333333336
15233,12278.666666666666
15239,108314.0
15317,298400.6666666667
15341,3989.0
15342,23896.166666666668
15349,7409.5
15357,6714.0
15363,2948.6666666666665
15370,61100.166666666664
15427,3773.0
15480,6529.333333333333
15533,4407.833333333333
15563,11550.666666666666
15641,1603.8333333333333
15647,1415.0
15668,119442.83333333333
15690,28272.0
15713,642.6666666666666
15722,8159.166666666667
15860,3901.5
15935,9830.666666666666
15936,5005.166666666667
16001,165399.16666666666
16053,22715.666666666668
16063,38270.5
16120,9597.833333333334
16313,7617.166666666667
16340,5779.666666666667
16412,40827.5
16428,52475.666666666664
16433,19586.0
16502,32224.166666666668
16504,46701.0
16601,105315.0
16602,94989.16666666667
16745,1799.1666666666667
16870,49569.0
16875,16330.666666666666
16922,6142.0
16928,4205.333333333333
16938,2320.0
17021,2972.3333333333335
17052,4628.5
17065,16536.0
17078,115301.5
17101,5794.333333333333
17109,91373.33333333333
17214,5033.0
17215,1114.8333333333333
17246,901.8333333333334
17267,9860.333333333334
17327,37688.0
17366,20239.166666666668
17372,18217.666666666668
17536,10517.5
17545,105044.66666666667
17560,18170.833333333332
17754,65720.0
